Experimento ;Bloque ;Cama;Tratamiento;Fecha_corte;Individuo;Tallos;D_tallo;Flores;D_flor;L_ped;Peso;L_corte;Puntos;L_tallo
1;10;142;Basamid;2016-10-27;6;10;4;2;6;16;320;;3;76.5
1;10;142;Basamid;2016-10-27;7;10;4;2;6;17;260;;3;64.5
1;10;142;Basamid;2016-10-27;8;10;4;2;6;15;290;;3;69
1;10;142;Basamid;2016-10-27;9;8;4;2;6;11;250;;2;69
1;10;142;Basamid;2016-10-27;10;11;4;3;6;10;260;;3;72
1;10;142;Basamid;2016-10-27;11;10;4;2;6;13;280;;3;72
1;10;142;Basamid;2016-10-27;12;8;4;2;7;12;260;;4;74.5
1;10;142;Basamid;2016-10-27;13;8;4;2;7;11;270;;3;75
1;10;142;Basamid;2016-10-27;14;9;4;2;7;14;250;;3;72
1;10;142;Basamid;2016-10-27;15;10;4;3;7;16;270;;4;74.5
1;10;142;Basamid;2016-10-27;16;10;4;2;7;17;300;;3;71
1;10;142;Basamid;2016-10-27;17;9;4;2;6;18;250;;5;76
1;10;142;Basamid;2016-10-27;18;10;4;2;6;18;270;;3;65.5
1;10;142;Basamid;2016-10-27;19;10;4;2;6;19;270;;3;68
1;10;142;Basamid;2016-10-27;20;10;4;2;6;16;300;;3;74.5
1;10;142;Basamid;2016-10-27;21;10;4;2;6;10;280;;4;75
1;10;142;Basamid;2016-10-27;22;10;4;2;6;16;270;;3;66
1;10;142;Basamid;2016-10-27;23;10;4;2;7;17;290;;4;79.5
1;10;142;Basamid;2016-10-28;1;10;4;2;6;19;270;;3;76
1;10;142;Basamid;2016-10-28;2;10;4;2;6;16;300;;3;65.5
1;10;142;Basamid;2016-10-28;3;10;4;2;6;10;280;;4;68
1;10;142;Basamid;2016-10-28;4;10;4;2;6;16;270;;3;74.5
1;10;142;Basamid;2016-10-28;5;10;4;2;7;17;290;;4;75
1;10;142;Basamid;2016-10-28;6;10;4;2;6;16;270;;3;66
1;10;142;Basamid;2016-10-28;7;10;4;3;6;15;200;;4;73
1;10;142;Basamid;2016-10-28;8;10;4;2;6;15;300;;3;79.5
1;10;142;Basamid;2016-10-28;9;10;4;2;6;15;370;;3;78
1;10;142;Basamid;2016-10-28;10;10;4;2;6;16;300;;3;72.5
1;10;142;Basamid;2016-10-28;11;10;4;2;6;15;310;;3;71.5
1;10;142;Basamid;2016-10-28;12;10;4;2;6;17;280;;3;72.5
1;10;142;Basamid;2016-10-28;13;10;4;2;6;14;250;;3;67
1;10;142;Basamid;2016-10-28;14;10;4;2;6;15;280;;3;67
1;10;142;Basamid;2016-10-28;15;10;4;2;6;16;290;;3;79.5
1;10;142;Basamid;2016-10-28;16;10;4;2;6;17;305;;3;75.5
1;10;142;Basamid;2016-10-28;17;10;4;2;6;15;275;;3;63
1;10;142;Basamid;2016-10-28;18;10;4;2;6;14;270;;3;66
1;10;142;Basamid;2016-10-28;19;10;4;2;6;15;290;;3;77
1;10;142;Basamid;2016-10-28;20;10;4;2;6;15;310;;3;73.5
1;10;142;Basamid;2016-10-28;21;10;4;2;6;16;320;;3;64.5
1;10;142;Basamid;2016-10-28;22;10;4;2;6;17;260;;3;68.5
1;10;142;Basamid;2016-10-28;23;10;4;2;6;15;290;;3;76.5
1;10;142;Basamid;2016-10-29;1;8;4;2;6;11;250;;2;64.5
1;10;142;Basamid;2016-10-29;2;11;4;3;6;10;260;;3;69
1;10;142;Basamid;2016-10-29;3;10;4;2;6;13;280;;3;69
1;10;142;Basamid;2016-10-29;4;8;4;2;7;12;260;;4;72
1;10;142;Basamid;2016-10-29;5;8;4;2;7;11;270;;3;72
1;10;142;Basamid;2016-10-29;6;9;4;2;7;14;250;;3;74.5
1;10;142;Basamid;2016-10-29;7;10;4;3;7;16;270;;4;75
1;10;142;Basamid;2016-10-29;8;10;4;2;7;17;300;;3;72
1;10;142;Basamid;2016-10-29;9;9;4;2;6;18;250;;5;74.5
1;10;142;Basamid;2016-10-29;10;10;4;2;6;18;270;;3;71
1;10;142;Basamid;2016-10-29;11;8;4;2;6;18;250;;4;78
1;10;142;Basamid;2016-10-29;12;10;4;2;6;15;295;;5;77.5
1;10;142;Basamid;2016-10-29;13;8;4;2;6;18;250;;4;75.5
1;10;142;Basamid;2016-10-29;14;10;4;3;6;18;300;;3;79.5
1;10;142;Basamid;2016-10-29;15;10;4;3;6;14;270;;5;79.5
1;10;142;Basamid;2016-10-29;16;9;4;3;6;16;240;;3;81.5
1;10;142;Basamid;2016-10-29;17;10;3;3;6;16;260;;4;76
1;10;142;Basamid;2016-10-29;18;10;4;2;6;16;300;;3;73
1;10;142;Basamid;2016-10-29;19;7;4;2;6;18;280;;3;76.5
1;10;142;Basamid;2016-10-29;20;10;4;2;6;19;240;;4;70
1;10;142;Basamid;2016-10-29;21;10;4;3;6;17;270;;4;79
1;10;142;Basamid;2016-10-29;22;11;4;3;6;16;310;;4;70.5
1;10;142;Basamid;2016-10-29;23;10;4;3;6;14;310;;3;78.5
1;10;142;Basamid;2016-10-31;1;10;4;3;6;19;240;;2;74.5
1;10;142;Basamid;2016-10-31;2;11;4;3;6;17;300;;3;70.5
1;10;142;Basamid;2016-10-31;3;8;4;3;6;16;220;;2;63.5
1;10;142;Basamid;2016-10-31;4;7;4;4;6;14;290;;3;62.5
1;10;142;Basamid;2016-10-31;5;11;4;2;6;16;310;;4;64.5
1;10;142;Basamid;2016-10-31;6;7;4;3;6;16;240;;2;71.5
1;10;142;Basamid;2016-10-31;7;7;4;3;7;17;210;;3;75.5
1;10;142;Basamid;2016-10-31;8;7;5;3;7;17;270;;3;68.5
1;10;142;Basamid;2016-10-31;9;10;4;3;7;18;300;;3;69
1;10;142;Basamid;2016-10-31;10;7;4;3;6;14;270;;3;62.5
1;10;142;Basamid;2016-10-31;11;10;4;3;6;12;290;;3;74
1;10;142;Basamid;2016-10-31;12;10;4;4;6;13;260;;3;68
1;10;142;Basamid;2016-10-31;13;7;4;2;6;15;240;;3;68.5
1;10;142;Basamid;2016-10-31;14;10;4;3;6;16;300;;3;77
1;10;142;Basamid;2016-10-31;15;8;4;3;6;16;220;;4;77.5
1;10;142;Basamid;2016-10-31;16;10;4;3;6;17;260;;2;75.5
1;10;142;Basamid;2016-10-31;17;10;4;3;6;18;300;;3;78.5
1;10;142;Basamid;2016-10-31;18;7;4;4;6;13;220;;3;76
1;10;142;Basamid;2016-10-31;19;10;4;3;6;14;300;;3;67
1;10;142;Basamid;2016-10-31;20;10;4;4;6;15;220;;4;69
1;10;142;Basamid;2016-10-31;21;7;4;4;6;16;260;;3;65.5
1;10;142;Basamid;2016-10-31;22;10;4;5;6;17;310;;4;65
1;10;142;Basamid;2016-10-31;23;11;4;3;6;16;280;;4;69
1;10;142;Basamid;2016-11-02;1;10;4;2;6;19;250;;3;71
1;10;142;Basamid;2016-11-02;2;13;4;3;6;17;270;;3;73.5
1;10;142;Basamid;2016-11-02;3;12;4;3;6;17;210;;4;66
1;10;142;Basamid;2016-11-02;4;10;4;3;6;17;290;;4;65
1;10;142;Basamid;2016-11-02;5;13;4;3;6;17;310;;4;68
1;10;142;Basamid;2016-11-02;6;12;4;3;6;14;270;;4;68
1;10;142;Basamid;2016-11-02;7;10;4;3;6;14;200;;4;78.5
1;10;142;Basamid;2016-11-02;8;12;4;2;6;15;310;;2;62.5
1;10;142;Basamid;2016-11-02;9;10;4;3;6;17;260;;3;69
1;10;142;Basamid;2016-11-02;10;10;4;4;6;17;200;;3;64.5
1;10;142;Basamid;2016-11-02;11;9;4;3;6;17;255;;3;77.5
1;10;142;Basamid;2016-11-02;12;12;4;3;6;17;270;;3;69
1;10;142;Basamid;2016-11-02;13;10;4;2;7;17;210;;4;68.5
1;10;142;Basamid;2016-11-02;14;7;4;2;7;17;290;;3;68
1;10;142;Basamid;2016-11-02;15;7;4;2;7;17;310;;3;71.5
1;10;142;Basamid;2016-11-02;16;7;4;2;6;17;270;;3;71
1;10;142;Basamid;2016-11-02;17;10;4;2;6;18;200;;3;65
1;10;142;Basamid;2016-11-02;18;12;4;2;6;19;310;;3;70.5
1;10;142;Basamid;2016-11-02;19;10;4;3;6;19;290;;3;65.5
1;10;142;Basamid;2016-11-02;20;12;4;3;6;18;310;;3;81.5
1;10;142;Basamid;2016-11-02;21;10;4;3;6;14;270;;3;70
1;10;142;Basamid;2016-11-02;22;10;4;3;6;14;200;;3;70
1;10;142;Basamid;2016-11-02;23;10;4;3;6;15;310;;4;71.5
1;10;143;Hongos;2016-10-27;1;10;4;2;6;16;200;;3;70
1;10;143;Hongos;2016-10-27;2;10;3;2;6;14;290;;3;64.5
1;10;143;Hongos;2016-10-27;3;10;4;3;7;16;305;;3;65.5
1;10;143;Hongos;2016-10-27;4;10;6;2;7;12;310;;3;64.5
1;10;143;Hongos;2016-10-27;5;10;7;3;7;12;310;;3;71
1;10;143;Hongos;2016-10-27;6;10;5;2;6;15;280;;3;65.5
1;10;143;Hongos;2016-10-27;7;10;4;2;7;10;290;;4;64.5
1;10;143;Hongos;2016-10-27;8;10;4;2;7;17;300;;2;62.5
1;10;143;Hongos;2016-10-27;9;10;4;2;7;17;270;;3;68.5
1;10;143;Hongos;2016-10-27;10;10;4;2;6;10;290;;3;61.5
1;10;143;Hongos;2016-10-27;11;10;4;2;6;12;305;;3;61
1;10;143;Hongos;2016-10-27;12;10;4;2;6;10;280;;3;68
1;10;143;Hongos;2016-10-27;13;10;4;2;6;13;305;;3;66.5
1;10;143;Hongos;2016-10-27;14;10;5;2;6;17;290;;3;69.5
1;10;143;Hongos;2016-10-27;15;10;4;2;6;15;270;;3;73
1;10;143;Hongos;2016-10-27;16;10;5;2;6;17;250;;4;71.5
1;10;143;Hongos;2016-10-27;17;10;5;2;6;16;240;;4;67
1;10;143;Hongos;2016-10-27;18;10;4;3;6;12;270;;3;71.5
1;10;143;Hongos;2016-10-27;19;10;5;3;6;15;270;;5;70
1;10;143;Hongos;2016-10-27;20;10;5;3;6;13;300;;3;71
1;10;143;Hongos;2016-10-27;21;10;4;3;6;14;260;;4;69
1;10;143;Hongos;2016-10-27;22;10;4;2;7;15;280;;3;67
1;10;143;Hongos;2016-10-27;23;10;4;2;6;12;290;;3;64.5
1;10;143;Hongos;2016-10-28;1;10;4;2;6;12;290;;3;64.5
1;10;143;Hongos;2016-10-28;2;10;4;2;6;15;300;;3;67
1;10;143;Hongos;2016-10-28;3;10;4;2;6;17;260;;3;72
1;10;143;Hongos;2016-10-28;4;10;5;2;6;14;290;;5;70.5
1;10;143;Hongos;2016-10-28;5;10;4;2;6;17;300;;3;65.5
1;10;143;Hongos;2016-10-28;6;10;5;2;6;10;260;;4;68
1;10;143;Hongos;2016-10-28;7;10;4;2;6;17;200;;3;68.5
1;10;143;Hongos;2016-10-28;8;10;4;2;6;17;270;;3;68
1;10;143;Hongos;2016-10-28;9;10;4;2;6;14;280;;3;71
1;10;143;Hongos;2016-10-28;10;10;4;2;6;16;200;;3;70
1;10;143;Hongos;2016-10-28;11;10;3;2;6;14;290;;3;64.5
1;10;143;Hongos;2016-10-28;12;10;4;3;7;16;305;;3;65.5
1;10;143;Hongos;2016-10-28;13;10;6;2;7;12;310;;3;64.5
1;10;143;Hongos;2016-10-28;14;10;7;3;7;12;310;;3;71
1;10;143;Hongos;2016-10-28;15;10;5;2;6;15;280;;3;65.5
1;10;143;Hongos;2016-10-28;16;10;4;2;7;10;290;;4;64.5
1;10;143;Hongos;2016-10-28;17;10;4;2;7;17;300;;2;62.5
1;10;143;Hongos;2016-10-28;18;10;4;2;7;17;270;;3;68.5
1;10;143;Hongos;2016-10-28;19;10;4;2;6;10;290;;3;61.5
1;10;143;Hongos;2016-10-28;20;10;4;2;6;12;305;;3;61
1;10;143;Hongos;2016-10-28;21;10;4;2;6;10;280;;3;68
1;10;143;Hongos;2016-10-28;22;10;4;2;6;13;305;;3;66.5
1;10;143;Hongos;2016-10-28;23;10;5;2;6;17;290;;3;69.5
1;10;143;Hongos;2016-10-29;1;10;4;2;6;15;270;;3;73
1;10;143;Hongos;2016-10-29;2;10;5;2;6;17;250;;4;71.5
1;10;143;Hongos;2016-10-29;3;10;5;2;6;16;240;;4;67
1;10;143;Hongos;2016-10-29;4;10;4;3;6;12;270;;3;71.5
1;10;143;Hongos;2016-10-29;5;10;5;3;6;15;270;;5;70
1;10;143;Hongos;2016-10-29;6;10;5;3;6;13;300;;3;71
1;10;143;Hongos;2016-10-29;7;10;4;3;6;14;260;;4;69
1;10;143;Hongos;2016-10-29;8;10;4;2;7;15;280;;3;67
1;10;143;Hongos;2016-10-29;9;10;4;2;7;13;300;;3;68.5
1;10;143;Hongos;2016-10-29;10;9;4;2;7;13;270;;3;68.5
1;10;143;Hongos;2016-10-29;11;8;4;3;6;12;240;;3;66.5
1;10;143;Hongos;2016-10-29;12;10;4;3;7;12;270;;4;73.5
1;10;143;Hongos;2016-10-29;13;10;4;3;7;19;300;;3;61
1;10;143;Hongos;2016-10-29;14;10;4;3;7;10;310;;5;56.5
1;10;143;Hongos;2016-10-29;15;10;4;2;6;17;240;;3;61
1;10;143;Hongos;2016-10-29;16;10;4;3;6;15;270;;3;67
1;10;143;Hongos;2016-10-29;17;9;4;2;6;13;250;;4;60
1;10;143;Hongos;2016-10-29;18;8;4;3;6;17;260;;3;73
1;10;143;Hongos;2016-10-29;19;10;4;2;6;13;270;;4;72.5
1;10;143;Hongos;2016-10-29;20;10;4;3;6;12;260;;3;64
1;10;143;Hongos;2016-10-29;21;8;4;3;6;10;240;;3;68
1;10;143;Hongos;2016-10-29;22;10;4;2;6;13;270;;3;69.5
1;10;143;Hongos;2016-10-29;23;10;4;3;6;13;250;;3;68.5
1;10;143;Hongos;2016-10-31;1;10;4;3;6;16;250;;2;65
1;10;143;Hongos;2016-10-31;2;9;4;3;6;16;240;;2;63.5
1;10;143;Hongos;2016-10-31;3;7;4;3;6;16;220;;3;65.5
1;10;143;Hongos;2016-10-31;4;9;4;3;7;17;230;;2;62.5
1;10;143;Hongos;2016-10-31;5;10;4;3;7;17;240;;2;66
1;10;143;Hongos;2016-10-31;6;10;4;3;7;16;250;;3;69.5
1;10;143;Hongos;2016-10-31;7;10;3;4;6;18;270;;3;63
1;10;143;Hongos;2016-10-31;8;11;4;4;7;15;300;;3;65
1;10;143;Hongos;2016-10-31;9;11;4;3;7;14;280;;2;80
1;10;143;Hongos;2016-10-31;10;11;4;3;7;16;310;;2;66
1;10;143;Hongos;2016-10-31;11;10;6;3;6;19;310;;3;73
1;10;143;Hongos;2016-10-31;12;11;4;2;6;19;270;;4;74
1;10;143;Hongos;2016-10-31;13;9;4;5;6;17;300;;1;72
1;10;143;Hongos;2016-10-31;14;10;5;3;6;17;240;;3;76
1;10;143;Hongos;2016-10-31;15;10;4;3;6;16;270;;2;70
1;10;143;Hongos;2016-10-31;16;8;4;3;6;16;310;;2;75
1;10;143;Hongos;2016-10-31;17;10;4;3;6;17;280;;1;76.5
1;10;143;Hongos;2016-10-31;18;10;4;3;6;18;350;;3;74.5
1;10;143;Hongos;2016-10-31;19;11;4;3;6;17;260;;3;73.5
1;10;143;Hongos;2016-10-31;20;9;6;3;7;16;310;;4;72
1;10;143;Hongos;2016-10-31;21;10;4;3;8;20;270;;3;71.5
1;10;143;Hongos;2016-10-31;22;10;4;3;7;16;250;;3;73.5
1;10;143;Hongos;2016-10-31;23;10;4;3;6;19;310;;3;73.5
1;10;143;Hongos;2016-11-02;1;10;4;2;7;15;220;;3;73.5
1;10;143;Hongos;2016-11-02;2;11;4;3;7;15;205;;3;68
1;10;143;Hongos;2016-11-02;3;9;4;3;6;14;300;;3;68
1;10;143;Hongos;2016-11-02;4;10;4;3;6;16;240;;4;65
1;10;143;Hongos;2016-11-02;5;9;4;3;6;16;238;;4;66
1;10;143;Hongos;2016-11-02;6;10;4;3;6;16;255;;4;66.5
1;10;143;Hongos;2016-11-02;7;8;4;3;6;16;240;;3;68
1;10;143;Hongos;2016-11-02;8;10;4;2;6;17;268;;3;76
1;10;143;Hongos;2016-11-02;9;7;4;2;6;17;220;;3;79
1;10;143;Hongos;2016-11-02;10;12;4;2;6;15;250;;3;80.5
1;10;143;Hongos;2016-11-02;11;11;4;3;6;15;300;;3;85.5
1;10;143;Hongos;2016-11-02;12;10;4;3;6;14;320;;3;67.5
1;10;143;Hongos;2016-11-02;13;9;4;3;6;12;249;;3;66
1;10;143;Hongos;2016-11-02;14;10;4;3;6;12;250;;3;64
1;10;143;Hongos;2016-11-02;15;7;4;2;7;17;255;;3;62
1;10;143;Hongos;2016-11-02;16;7;4;2;7;17;240;;3;63.5
1;10;143;Hongos;2016-11-02;17;7;4;2;7;17;268;;3;63.5
1;10;143;Hongos;2016-11-02;18;7;4;2;6;17;220;;3;77
1;10;143;Hongos;2016-11-02;19;7;4;2;7;17;226.5;;3;80
1;10;143;Hongos;2016-11-02;20;7;4;3;6;15;218.8;;3;75.5
1;10;143;Hongos;2016-11-02;21;7;4;2;6;15;211.1;;3;70.5
1;10;143;Hongos;2016-11-02;22;7;4;3;6;15;203.4;;3;68
1;10;143;Hongos;2016-11-02;23;7;4;2;6;17;195.7;;3;66
1;10;144;Nada;2016-10-27;1;10;5;2;6;19;310;;5;74
1;10;144;Nada;2016-10-27;2;10;4;3;6;14;290;;3;72.5
1;10;144;Nada;2016-10-27;3;10;4;2;6;15;270;;3;72
1;10;144;Nada;2016-10-27;4;10;4;2;6;15;310;;4;64
1;10;144;Nada;2016-10-27;5;10;4;3;6;14;300;;4;58.5
1;10;144;Nada;2016-10-27;6;10;4;2;6;17;290;;3;43.5
1;10;144;Nada;2016-10-27;7;8;3;2;7;12;250;;3;61.5
1;10;144;Nada;2016-10-27;8;10;4;2;7;17;270;;3;74
1;10;144;Nada;2016-10-27;9;10;4;2;6;14;300;;4;70.5
1;10;144;Nada;2016-10-27;10;10;5;3;7;18;270;;4;64.5
1;10;144;Nada;2016-10-27;11;10;4;2;6;14;280;;4;71
1;10;144;Nada;2016-10-27;12;9;4;2;7;20;260;;3;81
1;10;144;Nada;2016-10-27;13;6;5;2;6;19;295;;3;80.5
1;10;144;Nada;2016-10-27;14;9;4;2;7;13;280;;4;64
1;10;144;Nada;2016-10-27;15;7;4;3;6;20;245;;3;74.5
1;10;144;Nada;2016-10-27;16;8;3;2;7;12;250;;3;61.5
1;10;144;Nada;2016-10-27;17;10;4;2;7;17;270;;3;74
1;10;144;Nada;2016-10-27;18;10;4;2;6;14;300;;4;70.5
1;10;144;Nada;2016-10-27;19;10;5;3;7;18;270;;4;64.5
1;10;144;Nada;2016-10-27;20;10;4;2;6;14;280;;4;71
1;10;144;Nada;2016-10-27;21;9;4;2;7;20;260;;3;81
1;10;144;Nada;2016-10-27;22;6;5;2;6;19;295;;3;80.5
1;10;144;Nada;2016-10-27;23;9;4;2;7;13;280;;4;64
1;10;144;Nada;2016-10-28;1;10;4;2;7;14;300;;3;55.5
1;10;144;Nada;2016-10-28;2;10;4;2;7;13;280;;3;66.5
1;10;144;Nada;2016-10-28;3;10;6;2;6;20;265;;4;75
1;10;144;Nada;2016-10-28;4;10;6;2;6;19;270;;3;78.5
1;10;144;Nada;2016-10-28;5;10;5;3;7;21;305;;5;86
1;10;144;Nada;2016-10-28;6;10;4;2;7;18;280;;4;81.5
1;10;144;Nada;2016-10-28;7;10;5;2;7;20;260;;5;75
1;10;144;Nada;2016-10-28;8;10;5;2;7;17;310;;4;82.5
1;10;144;Nada;2016-10-28;9;10;4;2;6;17;280;;2;83.5
1;10;144;Nada;2016-10-28;10;10;5;3;7;17;270;;3;74
1;10;144;Nada;2016-10-28;11;10;4;2;6;18;300;;3;79
1;10;144;Nada;2016-10-28;12;10;6;2;6;17;280;;2;81
1;10;144;Nada;2016-10-28;13;10;5;3;6;15;310;;3;80
1;10;144;Nada;2016-10-28;14;10;4;2;6;16;260;;3;72.5
1;10;144;Nada;2016-10-28;15;10;5;3;6;20;305;;2;87.5
1;10;144;Nada;2016-10-28;16;10;5;2;6;23;260;;3;82
1;10;144;Nada;2016-10-28;17;10;5;2;6;16;280;;4;84.5
1;10;144;Nada;2016-10-28;18;10;5;2;6;19;310;;5;74
1;10;144;Nada;2016-10-28;19;10;4;3;6;14;290;;3;72.5
1;10;144;Nada;2016-10-28;20;10;4;2;6;15;270;;3;72
1;10;144;Nada;2016-10-28;21;10;4;2;6;15;310;;4;64
1;10;144;Nada;2016-10-28;22;10;4;3;6;14;300;;4;58.5
1;10;144;Nada;2016-10-28;23;10;4;2;6;17;290;;3;43.5
1;10;144;Nada;2016-10-29;1;8;3;2;7;12;250;;3;61.5
1;10;144;Nada;2016-10-29;2;10;4;2;7;17;270;;3;74
1;10;144;Nada;2016-10-29;3;10;4;2;6;14;300;;4;70.5
1;10;144;Nada;2016-10-29;4;10;5;3;7;18;270;;4;64.5
1;10;144;Nada;2016-10-29;5;10;4;2;6;14;280;;4;71
1;10;144;Nada;2016-10-29;6;9;4;2;7;20;260;;3;81
1;10;144;Nada;2016-10-29;7;6;5;2;6;19;295;;3;80.5
1;10;144;Nada;2016-10-29;8;9;4;2;7;13;280;;4;64
1;10;144;Nada;2016-10-29;9;7;4;3;6;20;245;;3;74.5
1;10;144;Nada;2016-10-29;10;10;5;2;6;19;250;;3;77
1;10;144;Nada;2016-10-29;11;9;4;3;6;18;280;;3;80.5
1;10;144;Nada;2016-10-29;12;9;4;3;7;22;260;;4;83
1;10;144;Nada;2016-10-29;13;10;4;3;7;19;300;;4;79
1;10;144;Nada;2016-10-29;14;8;4;2;7;21;240;;4;91
1;10;144;Nada;2016-10-29;15;10;5;3;6;15;275;;4;78.5
1;10;144;Nada;2016-10-29;16;10;4;2;6;18;280;;3;81
1;10;144;Nada;2016-10-29;17;10;4;2;7;25;290;;3;80.5
1;10;144;Nada;2016-10-29;18;9;4;2;7;20;270;;4;90
1;10;144;Nada;2016-10-29;19;8;44;2;6;20;240;;3;87
1;10;144;Nada;2016-10-29;20;10;4;2;6;21;270;;4;84.5
1;10;144;Nada;2016-10-29;21;10;4;2;7;22;295;;4;81.5
1;10;144;Nada;2016-10-29;22;10;5;3;6;22;300;;4;75
1;10;144;Nada;2016-10-29;23;9;5;3;6;15;260;;5;76.5
1;10;144;Nada;2016-10-31;1;9;4;3;6;14;260;;3;75
1;10;144;Nada;2016-10-31;2;10;4;3;6;14;290;;3;68.5
1;10;144;Nada;2016-10-31;3;10;4;3;6;13;300;;3;69
1;10;144;Nada;2016-10-31;4;10;5;3;6;12;310;;3;74
1;10;144;Nada;2016-10-31;5;10;4;3;6;12;260;;3;65
1;10;144;Nada;2016-10-31;6;10;4;2;6;17;290;;3;64
1;10;144;Nada;2016-10-31;7;7;4;4;6;17;260;;3;69.5
1;10;144;Nada;2016-10-31;8;10;4;2;6;17;300;;3;80
1;10;144;Nada;2016-10-31;9;7;4;4;6;17;240;;3;69
1;10;144;Nada;2016-10-31;10;7;4;3;6;16;260;;3;81
1;10;144;Nada;2016-10-31;11;10;4;3;6;16;310;;4;74.5
1;10;144;Nada;2016-10-31;12;7;4;3;6;17;250;;2;76
1;10;144;Nada;2016-10-31;13;9;5;3;7;15;280;;1;67.5
1;10;144;Nada;2016-10-31;14;7;5;4;7;16;250;;3;81.5
1;10;144;Nada;2016-10-31;15;10;4;3;6;17;290;;3;76
1;10;144;Nada;2016-10-31;16;10;4;2;7;14;270;;3;74
1;10;144;Nada;2016-10-31;17;11;4;2;6;14;310;;3;74
1;10;144;Nada;2016-10-31;18;7;4;2;7;16;240;;3;69.5
1;10;144;Nada;2016-10-31;19;7;4;3;6;15;275;;3;66
1;10;144;Nada;2016-10-31;20;10;4;3;7;13;310;;4;71
1;10;144;Nada;2016-10-31;21;7;4;4;6;15;250;;3;71.5
1;10;144;Nada;2016-10-31;22;10;4;3;6;14;300;;5;62
1;10;144;Nada;2016-10-31;23;9;4;3;6;14;240;;4;61.5
1;10;144;Nada;2016-11-02;1;10;4;4;6;15;260;;3;80
1;10;144;Nada;2016-11-02;2;11;4;3;6;14;300;;3;69
1;10;144;Nada;2016-11-02;3;10;4;2;6;14;250;;3;81
1;10;144;Nada;2016-11-02;4;10;4;2;6;13;290;;3;74.5
1;10;144;Nada;2016-11-02;5;10;4;2;7;12;265;;4;76
1;10;144;Nada;2016-11-02;6;10;4;3;7;12;310;;2;67.5
1;10;144;Nada;2016-11-02;7;9;4;3;6;17;255;;1;81.5
1;10;144;Nada;2016-11-02;8;10;5;3;6;17;280;;3;76.5
1;10;144;Nada;2016-11-02;9;7;4;2;6;20;240;;3;75
1;10;144;Nada;2016-11-02;10;7;5;2;6;19;275;;3;68.5
1;10;144;Nada;2016-11-02;11;7;4;2;6;13;280;;3;69
1;10;144;Nada;2016-11-02;12;7;4;2;6;20;290;;3;74
1;10;144;Nada;2016-11-02;13;7;4;3;6;19;270;;3;65
1;10;144;Nada;2016-11-02;14;7;4;3;6;18;240;;3;64
1;10;144;Nada;2016-11-02;15;7;4;3;6;22;270;;5;69.5
1;10;144;Nada;2016-11-02;16;7;4;3;6;19;295;;4;80
1;10;144;Nada;2016-11-02;17;7;4;3;6;21;300;;3;69
1;10;144;Nada;2016-11-02;18;7;4;3;6;15;260;;3;81
1;10;144;Nada;2016-11-02;19;7;5;3;6;18;260;;3;74.5
1;10;144;Nada;2016-11-02;20;7;5;2;6;25;290;;3;64
1;10;144;Nada;2016-11-02;21;7;4;4;6;20;300;;3;69.5
1;10;144;Nada;2016-11-02;22;7;4;2;6;20;300;;3;80
1;10;144;Nada;2016-11-02;23;7;4;3;6;21;300;;3;81
